t,agent_id,node_name,k,emotion_E,order_q,net_stock,demand,fulfilled,stockout,excess_inventory,demand_shock,supply_disruption
176,wholesaler,批发商,2,-0.023327908238733805,40.0,36.0,34.0,34.0,0.0,2.0,False,False
176,distributor,分销商,3,-0.7796632152321671,40.0,66.0,40.0,40.0,0.0,26.0,False,False
177,manufacturer,制造商,4,-0.8271241004972585,6.0,156.0,40.0,40.0,0.0,116.0,False,False
177,retailer,零售商,1,0.8476854870612206,23.0,20.16695760399029,21.267352296178665,21.267352296178665,0.0,0.0,False,False
177,wholesaler,批发商,2,-0.4239223002675683,38.0,53.0,23.0,23.0,0.0,30.0,False,False
177,distributor,分销商,3,0.32277243467181416,40.0,28.0,38.0,38.0,0.0,0.0,False,False
178,manufacturer,制造商,4,-0.8271318791577222,40.0,123.0,40.0,40.0,0.0,83.0,False,False
178,retailer,零售商,1,0.806812968644692,19.0,32.10415075788825,22.062806846102045,22.062806846102045,0.0,10.041343911786203,False,False
178,wholesaler,批发商,2,-0.7147095543636994,23.0,74.0,19.0,19.0,0.0,55.0,False,False
178,distributor,分销商,3,0.6700568911725813,40.0,45.0,23.0,23.0,0.0,22.0,False,False
179,manufacturer,制造商,4,-0.8271335989884545,40.0,89.0,40.0,40.0,0.0,49.0,False,False
179,retailer,零售商,1,0.8899091663223819,32.0,27.542738626303098,27.56141213158515,27.56141213158515,0.0,0.0,False,False
179,wholesaler,批发商,2,-0.800605567192821,17.0,80.0,32.0,32.0,0.0,48.0,False,False
179,distributor,分销商,3,0.07774338496729273,40.0,68.0,17.0,17.0,0.0,51.0,False,False
180,manufacturer,制造商,4,-0.8271339792340631,40.0,89.0,40.0,40.0,0.0,49.0,False,False
180,retailer,零售商,1,0.9103390858957229,10.0,21.66512005369124,24.87761857261186,24.87761857261186,0.0,0.0,False,False
180,wholesaler,批发商,2,-0.821177978555738,24.0,93.0,10.0,10.0,0.0,83.0,False,False
180,distributor,分销商,3,-0.49719991031670613,18.0,84.0,24.0,24.0,0.0,60.0,False,False
181,manufacturer,制造商,4,-0.8271340633042824,40.0,111.0,18.0,18.0,0.0,93.0,False,False
181,retailer,零售商,1,0.8350547075524142,15.0,33.280946921554,20.384173132137242,20.384173132137242,0.0,12.896773789416756,False,False
181,wholesaler,批发商,2,-0.8258126753635054,0.0,95.0,15.0,15.0,0.0,80.0,False,False
181,distributor,分销商,3,-0.7388944021983291,39.0,124.0,0.0,0.0,0.0,124.0,False,False
182,manufacturer,制造商,4,-0.827134081891742,19.0,112.0,39.0,39.0,0.0,73.0,False,False
182,retailer,零售商,1,0.5259561291532595,20.0,17.55741680518593,25.723530116368067,25.723530116368067,0.0,0.0,False,False
182,wholesaler,批发商,2,-0.8268417067494976,10.0,99.0,20.0,20.0,0.0,79.0,False,False
182,distributor,分销商,3,-0.8066018939617015,0.0,132.0,10.0,10.0,0.0,122.0,False,False
183,manufacturer,制造商,4,-0.8271340860013261,40.0,152.0,0.0,0.0,0.0,152.0,False,False
183,retailer,零售商,1,0.3523893727301184,26.0,7.55186955469383,25.0055472504921,25.0055472504921,0.0,0.0,False,False
183,wholesaler,批发商,2,-0.827069432538353,25.0,73.0,26.0,26.0,0.0,47.0,False,False
183,distributor,分销商,3,-0.8225402379519123,3.0,146.0,25.0,25.0,0.0,121.0,False,False
184,manufacturer,制造商,4,-0.8271340869099323,21.0,168.0,3.0,3.0,0.0,165.0,False,False
184,retailer,零售商,1,0.07228854842095604,25.0,0.0,30.18155358522601,27.55186955469383,2.6296840305321787,0.0,False,False
184,wholesaler,批发商,2,-0.8271197918535286,18.0,58.0,25.0,25.0,0.0,33.0,False,False
184,distributor,分销商,3,-0.8261157074552697,13.0,128.0,18.0,18.0,0.0,110.0,False,False
185,manufacturer,制造商,4,-0.82713408711082,0.0,195.0,13.0,13.0,0.0,182.0,False,False
185,retailer,零售商,1,0.050025795933097195,28.0,0.0,26.006948978722537,26.0,0.006948978722537191,0.0,False,False
185,wholesaler,批发商,2,-0.8097671378223505,3.0,55.0,28.0,28.0,0.0,27.0,False,False
185,distributor,分销商,3,-0.8269087962728988,15.0,128.0,3.0,3.0,0.0,125.0,True,False
186,manufacturer,制造商,4,-0.8271340871552352,0.0,201.0,15.0,15.0,0.0,186.0,True,False
186,retailer,零售商,1,-0.44947196997585187,40.0,0.0,33.762258661517535,25.0,8.762258661517535,0.0,True,False
186,wholesaler,批发商,2,0.24126102590387016,40.0,33.0,40.0,40.0,0.0,0.0,True,False
186,distributor,分销商,3,-0.8270842701054704,21.0,101.0,40.0,40.0,0.0,61.0,False,False
187,manufacturer,制造商,4,-0.8271340871650551,0.0,180.0,21.0,21.0,0.0,159.0,False,False
187,retailer,零售商,1,-0.3046436448322907,40.0,16.40023133084894,11.599768669151059,11.599768669151059,0.0,4.80046266169788,False,False
187,wholesaler,批发商,2,-0.031107242287592006,40.0,0.0,40.0,36.0,4.0,0.0,False,False
187,distributor,分销商,3,-0.8271230725745726,40.0,76.0,40.0,40.0,0.0,36.0,False,False
188,manufacturer,制造商,4,-0.8271340871672264,15.0,140.0,40.0,40.0,0.0,100.0,False,False
188,retailer,零售商,1,0.46145130574037585,31.0,32.34570733511716,24.054523995731778,24.054523995731778,0.0,8.291183339385384,False,False
188,wholesaler,批发商,2,-0.021771628677635477,40.0,9.0,31.0,31.0,0.0,0.0,False,False
188,distributor,分销商,3,-0.7122580530921445,40.0,57.0,40.0,40.0,0.0,17.0,False,False
189,manufacturer,制造商,4,-0.8271340871677063,40.0,100.0,40.0,40.0,0.0,60.0,False,False
189,retailer,零售商,1,0.22669259758276528,24.0,41.700116733334795,30.645590601782374,30.645590601782374,0.0,11.054526131552421,False,False
189,wholesaler,批发商,2,-0.015238960282811317,40.0,25.0,24.0,24.0,0.0,1.0,False,False
189,distributor,分销商,3,-0.5700928506578434,40.0,57.0,40.0,40.0,0.0,17.0,False,False
190,manufacturer,制造商,4,-0.8080211634445997,40.0,75.0,40.0,40.0,0.0,35.0,False,False
190,retailer,零售商,1,-0.10430375604063064,30.0,48.27491749885661,24.425199234478182,24.425199234478182,0.0,23.849718264378428,False,False
190,wholesaler,批发商,2,0.7299996744074274,40.0,35.0,30.0,30.0,0.0,5.0,False,False
190,distributor,分销商,3,0.1741419553519449,40.0,57.0,40.0,40.0,0.0,17.0,False,False
191,manufacturer,制造商,4,-0.7205119115356109,40.0,75.0,40.0,40.0,0.0,35.0,False,False
191,retailer,零售商,1,-0.5208861993072689,14.0,51.978254487297455,20.296663011559154,20.296663011559154,0.0,31.6815914757383,False,False
191,wholesaler,批发商,2,0.09417312478830384,38.0,61.0,14.0,14.0,0.0,47.0,False,False
191,distributor,分销商,3,0.5594280941246574,40.0,59.0,38.0,38.0,0.0,21.0,False,False
192,manufacturer,制造商,4,-0.6226726305449182,40.0,75.0,40.0,40.0,0.0,35.0,False,False
192,retailer,零售商,1,-0.6374113222285731,0.0,54.52270152030686,27.455552966990588,27.455552966990588,0.0,27.067148553316272,False,False
192,wholesaler,批发商,2,-0.48849277848183564,40.0,101.0,0.0,0.0,0.0,101.0,False,False
192,distributor,分销商,3,0.7171249505245454,21.0,59.0,40.0,40.0,0.0,19.0,False,False
193,manufacturer,制造商,4,-0.7762522575268295,40.0,94.0,21.0,21.0,0.0,73.0,False,False
193,retailer,零售商,1,-0.6606028917844139,25.0,50.33015344702901,18.192548073277855,18.192548073277855,0.0,32.13760537375116,False,False
193,wholesaler,批发商,2,-0.7361145773224619,0.0,114.0,25.0,25.0,0.0,89.0,False,False
193,distributor,分销商,3,-0.09769988489570143,40.0,99.0,0.0,0.0,0.0,99.0,False,False
194,manufacturer,制造商,4,-0.8155479661880123,1.0,94.0,40.0,40.0,0.0,54.0,False,False
194,retailer,零售商,1,-0.5246313150248617,22.0,35.707514505169215,14.622638941859796,14.622638941859796,0.0,21.084875563309417,False,False
194,wholesaler,批发商,2,-0.8059209493501289,19.0,132.0,22.0,22.0,0.0,110.0,False,False
194,distributor,分销商,3,-0.5839197766753531,40.0,101.0,19.0,19.0,0.0,82.0,False,False
195,manufacturer,制造商,4,-0.8245552169491991,25.0,94.0,40.0,40.0,0.0,54.0,False,False
195,retailer,零售商,1,-0.5780761973387549,13.0,40.17956106079409,20.52795344437512,20.52795344437512,0.0,19.65160761641897,False,False
195,wholesaler,批发商,2,-0.8223860121193042,17.0,119.0,13.0,13.0,0.0,106.0,False,False
195,distributor,分销商,3,-0.7652419612967214,36.0,124.0,17.0,17.0,0.0,107.0,False,False
196,manufacturer,制造商,4,-0.5896886849128704,31.0,59.0,36.0,36.0,0.0,23.0,False,False
196,retailer,零售商,1,-0.6823017137317238,17.0,43.88860995290448,18.29095110788961,18.29095110788961,0.0,25.59765884501487,False,False
196,wholesaler,批发商,2,-0.8260814241614041,0.0,121.0,17.0,17.0,0.0,104.0,False,False
196,distributor,分销商,3,-0.8129506909120184,24.0,164.0,0.0,0.0,0.0,164.0,False,False
197,manufacturer,制造商,4,-0.5585990492342201,40.0,60.0,24.0,24.0,0.0,36.0,False,False
197,retailer,零售商,1,-0.6783818695361822,11.0,37.76874373256003,19.11986622034445,19.11986622034445,0.0,18.648877512215584,False,False
197,wholesaler,批发商,2,-0.8269012073338515,0.0,127.0,11.0,11.0,0.0,116.0,False,False
197,distributor,分销商,3,-0.823972356537022,0.0,200.0,0.0,0.0,0.0,200.0,False,False
198,manufacturer,制造商,4,-0.7577966353454624,40.0,91.0,0.0,0.0,0.0,91.0,False,False
198,retailer,零售商,1,-0.6402412117707507,10.0,36.02602511501037,18.742718617549663,18.742718617549663,0.0,17.283306497460707,False,False
198,wholesaler,批发商,2,-0.8270825917880836,0.0,117.0,10.0,10.0,0.0,107.0,False,False
198,distributor,分销商,3,-0.826433765218765,0.0,224.0,0.0,0.0,0.0,224.0,False,True
199,manufacturer,制造商,4,-0.8111758318626857,40.0,91.0,0.0,0.0,0.0,91.0,False,True
199,retailer,零售商,1,0.21983274497010613,0.0,25.96679306224087,21.0592320527695,21.0592320527695,0.0,4.907561009471372,False,True
199,wholesaler,批发商,2,-0.8271227014861607,0.0,117.0,0.0,0.0,0.0,117.0,False,True
199,distributor,分销商,3,-0.8269791870809817,0.0,224.0,0.0,0.0,0.0,224.0,False,True
200,manufacturer,制造商,4,-0.8235730507269426,40.0,91.0,0.0,0.0,0.0,91.0,False,True
200,retailer,零售商,1,0.15267967055610152,40.0,8.399767729287532,27.567025332953335,27.567025332953335,0.0,0.0,False,True
200,wholesaler,批发商,2,-0.8271315698403177,40.0,77.0,40.0,40.0,0.0,37.0,False,True
200,distributor,分销商,3,-0.8270998365480083,0.0,184.0,40.0,40.0,0.0,144.0,False,True
201,manufacturer,制造商,4,-0.8263451367672928,38.0,91.0,0.0,0.0,0.0,91.0,False,True
201,retailer,零售商,1,-0.8336461298027864,32.0,0.0,24.236437200985396,8.399767729287532,15.836669471697864,0.0,False,True
201,wholesaler,批发商,2,-0.8112262211423807,40.0,45.0,32.0,32.0,0.0,13.0,False,True
201,distributor,分销商,3,-0.827126514396013,40.0,144.0,40.0,40.0,0.0,104.0,False,True
202,manufacturer,制造商,4,-0.8269595749208207,40.0,91.0,40.0,40.0,0.0,51.0,False,True
202,retailer,零售商,1,-0.5252425131379443,13.0,14.662087433123013,25.337912566876987,25.337912566876987,0.0,0.0,False,True
202,wholesaler,批发商,2,-0.8235843985267135,40.0,72.0,13.0,13.0,0.0,59.0,False,True
202,distributor,分销商,3,-0.8271324128627447,40.0,104.0,40.0,40.0,0.0,64.0,False,False
203,manufacturer,制造商,4,-0.8270954995813323,40.0,89.0,40.0,40.0,0.0,49.0,False,False
203,retailer,零售商,1,-0.376841501273565,40.0,34.24399165483963,12.41809577828338,12.41809577828338,0.0,21.825895876556253,False,False
203,wholesaler,批发商,2,-0.8263476560485536,40.0,72.0,40.0,40.0,0.0,32.0,False,False
203,distributor,分销商,3,-0.8271337169879336,40.0,104.0,40.0,40.0,0.0,64.0,False,False
204,manufacturer,制造商,4,-0.8271255554763496,40.0,89.0,40.0,40.0,0.0,49.0,False,False
204,retailer,零售商,1,0.24883080184147563,17.0,31.27853577534853,15.9654558794911,15.9654558794911,0.0,15.31307989585743,False,False
204,wholesaler,批发商,2,-0.8269601324281409,40.0,95.0,17.0,17.0,0.0,78.0,False,False
204,distributor,分销商,3,-0.8271340053231049,40.0,104.0,40.0,40.0,0.0,64.0,False,False
205,manufacturer,制造商,4,-0.8271322008489607,40.0,89.0,40.0,40.0,0.0,49.0,False,False
205,retailer,零售商,1,-0.4018208041978009,9.0,57.51195918706733,13.766576588281197,13.766576588281197,0.0,43.745382598786136,False,False
205,wholesaler,批发商,2,-0.8270956228679731,6.0,126.0,9.0,9.0,0.0,117.0,False,False
205,distributor,分销商,3,-0.8271340690724251,40.0,138.0,6.0,6.0,0.0,132.0,False,False
206,manufacturer,制造商,4,-0.76740832503972,40.0,89.0,40.0,40.0,0.0,49.0,False,False
206,retailer,零售商,1,-0.7070572656790627,14.0,63.722736195044874,10.78922299202246,10.78922299202246,0.0,52.933513203022414,False,False
206,wholesaler,批发商,2,-0.8271255827355566,0.0,152.0,14.0,14.0,0.0,138.0,False,False
206,distributor,分销商,3,-0.8271340831670463,40.0,178.0,0.0,0.0,0.0,178.0,False,False
207,manufacturer,制造商,4,-0.7496632602269402,40.0,89.0,40.0,40.0,0.0,49.0,False,False
207,retailer,零售商,1,-0.7986741178641115,7.0,61.7188865336774,11.003849661367475,11.003849661367475,0.0,50.71503687230992,False,False
207,wholesaler,批发商,2,-0.8271322068758792,8.0,151.0,7.0,7.0,0.0,144.0,False,False
207,distributor,分销商,3,-0.8271340862832888,0.0,210.0,8.0,8.0,0.0,202.0,False,False
208,manufacturer,制造商,4,-0.8092197245394626,40.0,129.0,0.0,0.0,0.0,129.0,False,False
208,retailer,零售商,1,-0.8207371832861748,0.0,61.887578906497716,13.831307627179678,13.831307627179678,0.0,48.05627127931804,False,False
208,wholesaler,批发商,2,-0.8271336714452888,0.0,151.0,0.0,0.0,0.0,151.0,False,False
208,distributor,分销商,3,-0.8271340869722726,0.0,250.0,0.0,0.0,0.0,250.0,False,False
209,manufacturer,制造商,4,-0.823132020285894,40.0,169.0,0.0,0.0,0.0,169.0,False,False
209,retailer,零售商,1,-0.8257145190148224,16.0,47.392412381127805,21.495166525369903,21.495166525369903,0.0,25.8972458557579,False,False
209,wholesaler,批发商,2,-0.8271339952538747,0.0,143.0,16.0,16.0,0.0,127.0,False,False
209,distributor,分销商,3,-0.8271340871246031,0.0,250.0,0.0,0.0,0.0,250.0,False,False
210,manufacturer,制造商,4,-0.8262471996756918,11.0,209.0,0.0,0.0,0.0,209.0,False,False
210,retailer,零售商,1,-0.7929839280109476,14.0,33.27679270714067,14.115619673987132,14.115619673987132,0.0,19.16117303315354,False,False
210,wholesaler,批发商,2,-0.8271340668461741,0.0,129.0,14.0,14.0,0.0,115.0,False,False
210,distributor,分销商,3,-0.8271340871582826,0.0,250.0,0.0,0.0,0.0,250.0,False,False
211,manufacturer,制造商,4,-0.8269379005561832,0.0,249.0,0.0,0.0,0.0,249.0,False,False
211,retailer,零售商,1,-0.7132844507948496,8.0,32.06582540717502,17.210967299965652,17.210967299965652,0.0,14.854858107209367,False,False
211,wholesaler,批发商,2,-0.8271340826748346,0.0,121.0,8.0,8.0,0.0,113.0,False,False
211,distributor,分销商,3,-0.8271340871657289,0.0,250.0,0.0,0.0,0.0,250.0,False,False
212,manufacturer,制造商,4,-0.521833835491511,0.0,260.0,0.0,0.0,0.0,260.0,False,False
212,retailer,零售商,1,-0.5924665587942615,15.0,29.881188923860087,16.184636483314932,16.184636483314932,0.0,13.696552440545155,False,False
212,wholesaler,批发商,2,-0.8271340861744634,0.0,106.0,15.0,15.0,0.0,91.0,False,False
212,distributor,分销商,3,-0.521933762377688,0.0,250.0,0.0,0.0,0.0,250.0,False,False
213,manufacturer,制造商,4,-0.34985953120904456,0.0,260.0,0.0,0.0,0.0,260.0,False,False
213,retailer,零售商,1,0.31999109882499693,17.0,21.427236154012427,16.45395276984766,16.45395276984766,0.0,4.973283384164766,False,False
213,wholesaler,批发商,2,-0.827134086948212,0.0,89.0,17.0,17.0,0.0,72.0,False,False
213,distributor,分销商,3,-0.34992091667309566,0.0,250.0,0.0,0.0,0.0,250.0,False,False
214,manufacturer,制造商,4,-0.24012020809708104,0.0,260.0,0.0,0.0,0.0,260.0,False,False
214,retailer,零售商,1,0.2203212935245558,8.0,13.186470642565574,23.240765511446853,23.240765511446853,0.0,0.0,False,False
214,wholesaler,批发商,2,-0.8271340871192835,0.0,81.0,8.0,8.0,0.0,73.0,False,False
214,distributor,分销商,3,-0.24016069996221445,0.0,250.0,0.0,0.0,0.0,250.0,False,False
215,manufacturer,制造商,4,-0.16651891174499925,0.0,260.0,0.0,0.0,0.0,260.0,False,False
215,retailer,零售商,1,0.15301366507528338,39.0,5.875510701822517,24.310959940743057,24.310959940743057,0.0,0.0,False,False
215,wholesaler,批发商,2,-0.8100827595624721,40.0,42.0,39.0,39.0,0.0,3.0,False,False
215,distributor,分销商,3,-0.6458305562573502,0.0,210.0,40.0,40.0,0.0,170.0,False,False
216,manufacturer,制造商,4,-0.1160381771770718,0.0,260.0,0.0,0.0,0.0,260.0,False,False
216,retailer,零售商,1,-0.7309350744159542,40.0,0.0,28.842470507585247,13.875510701822517,14.96695980576273,0.0,False,False
216,wholesaler,批发商,2,-0.513195334102229,40.0,2.0,40.0,40.0,0.0,0.0,False,False
216,distributor,分销商,3,-0.782614241923195,26.0,170.0,40.0,40.0,0.0,130.0,False,False
217,manufacturer,制造商,4,-0.5923163159439649,0.0,234.0,26.0,26.0,0.0,208.0,False,False
217,retailer,零售商,1,-0.47123334292296637,20.0,15.351293142456878,23.64870685754312,23.64870685754312,0.0,0.0,False,False
217,wholesaler,批发商,2,0.4837435959468848,40.0,22.0,20.0,20.0,0.0,2.0,False,False
217,distributor,分销商,3,-0.8170339171418842,40.0,130.0,40.0,40.0,0.0,90.0,False,False
218,manufacturer,制造商,4,-0.7676667233302841,0.0,194.0,40.0,40.0,0.0,154.0,False,False
218,retailer,零售商,1,-0.3519174592603016,28.0,37.006652772038834,18.344640370418045,18.344640370418045,0.0,18.66201240162079,False,False
218,wholesaler,批发商,2,0.7929621089975805,40.0,34.0,28.0,28.0,0.0,6.0,False,False
218,distributor,分销商,3,-0.8248878975713336,40.0,116.0,40.0,40.0,0.0,76.0,False,False
219,manufacturer,制造商,4,-0.8135254819656927,40.0,154.0,40.0,40.0,0.0,114.0,False,False
219,retailer,零售商,1,-0.3615639992869193,16.0,38.95362667123231,18.053026100806527,18.053026100806527,0.0,20.90060057042578,False,False
219,wholesaler,批发商,2,0.2338801793520056,40.0,58.0,16.0,16.0,0.0,42.0,False,False
219,distributor,分销商,3,-0.8266368208339744,40.0,116.0,40.0,40.0,0.0,76.0,False,False
220,manufacturer,制造商,4,-0.8241014972519857,40.0,114.0,40.0,40.0,0.0,74.0,False,False
220,retailer,零售商,1,-0.5630667880364431,10.0,46.714629664472945,20.23899700675937,20.23899700675937,0.0,26.475632657713575,False,False
220,wholesaler,批发商,2,-0.4105594241814429,34.0,88.0,10.0,10.0,0.0,78.0,False,False
220,distributor,分销商,3,-0.8270241126868149,40.0,122.0,34.0,34.0,0.0,88.0,False,False
221,manufacturer,制造商,4,-0.8264624200563165,40.0,114.0,40.0,40.0,0.0,74.0,False,False
221,retailer,零售商,1,-0.6228237822489013,0.0,41.712264368824705,21.00236529564824,21.00236529564824,0.0,20.709899073176466,False,False
221,wholesaler,批发商,2,-0.710102999933381,0.0,128.0,0.0,0.0,0.0,128.0,False,False
221,distributor,分销商,3,-0.8271097708731224,40.0,162.0,0.0,0.0,0.0,162.0,False,False
222,manufacturer,制造商,4,-0.8269855275405106,40.0,114.0,40.0,40.0,0.0,74.0,False,False
222,retailer,零售商,1,-0.6177001289674758,23.0,36.633022082167415,15.079242286657287,15.079242286657287,0.0,21.553779795510128,False,False
222,wholesaler,批发商,2,-0.79944484847117,0.0,139.0,23.0,23.0,0.0,116.0,False,False
222,distributor,分销商,3,-0.8271287108945552,15.0,202.0,0.0,0.0,0.0,202.0,False,False
223,manufacturer,制造商,4,-0.8271012386346873,40.0,139.0,15.0,15.0,0.0,124.0,False,False
223,retailer,零售商,1,0.5068828241436489,9.0,18.6409520306994,17.992070051468016,17.992070051468016,0.0,0.6488819792313834,False,False
223,wholesaler,批发商,2,-0.8209131967216393,16.0,130.0,9.0,9.0,0.0,121.0,False,False
223,distributor,分销商,3,-0.8271328985000038,0.0,226.0,16.0,16.0,0.0,210.0,False,False
224,manufacturer,制造商,4,-0.8271268244016274,27.0,179.0,0.0,0.0,0.0,179.0,False,False
224,retailer,零售商,1,0.8386032684057804,11.0,21.50377535427086,20.137176676428535,20.137176676428535,0.0,1.366598677842326,False,False
224,wholesaler,批发商,2,-0.8257537197087601,0.0,119.0,11.0,11.0,0.0,108.0,False,False
224,distributor,分销商,3,-0.82713382435981,0.0,241.0,0.0,0.0,0.0,241.0,False,False
225,manufacturer,制造商,4,-0.8271324814038516,0.0,219.0,0.0,0.0,0.0,219.0,False,False
225,retailer,零售商,1,0.4261744621512754,40.0,0.0,32.655958525883875,30.50377535427086,2.1521831716130144,0.0,False,False
225,wholesaler,批发商,2,-0.8268286515792168,40.0,95.0,40.0,40.0,0.0,55.0,False,False
225,distributor,分销商,3,-0.8271340290624386,25.0,201.0,40.0,40.0,0.0,161.0,False,False
226,manufacturer,制造商,4,-0.8271337321420201,0.0,221.0,25.0,25.0,0.0,196.0,False,False
226,retailer,零售商,1,-0.7952819835935006,40.0,0.0,35.71220231935029,11.0,24.71220231935029,0.0,False,False
226,wholesaler,批发商,2,-0.7699656842980086,40.0,55.0,40.0,40.0,0.0,15.0,False,False
226,distributor,分销商,3,-0.8271340743210603,33.0,161.0,40.0,40.0,0.0,121.0,False,False
227,manufacturer,制造商,4,-0.8271340086735905,23.0,188.0,33.0,33.0,0.0,155.0,False,False
227,retailer,零售商,1,-0.5055229219308087,40.0,16.410115593118956,23.589884406881044,23.589884406881044,0.0,0.0,False,False
227,wholesaler,批发商,2,-0.6737327650743302,40.0,55.0,40.0,40.0,0.0,15.0,False,False
227,distributor,分销商,3,-0.8271340843274904,36.0,146.0,40.0,40.0,0.0,106.0,False,False
228,manufacturer,制造商,4,-0.8271340698131989,35.0,152.0,36.0,36.0,0.0,116.0,False,False
228,retailer,零售商,1,0.27770864145309815,39.0,36.05209019742432,20.35802539569464,20.35802539569464,0.0,15.69406480172968,False,False
228,wholesaler,批发商,2,-0.5078648168649889,40.0,56.0,39.0,39.0,0.0,17.0,False,False
228,distributor,分销商,3,-0.8271340865398564,40.0,139.0,40.0,40.0,0.0,99.0,False,False
229,manufacturer,制造商,4,-0.8271340833308273,20.0,135.0,40.0,40.0,0.0,95.0,False,False
229,retailer,零售商,1,-0.38473368228527993,34.0,63.19028750876201,12.861802688662305,12.861802688662305,0.0,50.3284848200997,False,False
229,wholesaler,批发商,2,-0.3962865588670787,40.0,62.0,34.0,34.0,0.0,28.0,False,False
229,distributor,分销商,3,-0.8271340870289983,40.0,135.0,40.0,40.0,0.0,95.0,False,False
230,manufacturer,制造商,4,-0.8271340863194998,29.0,130.0,40.0,40.0,0.0,90.0,False,False
230,retailer,零售商,1,-0.7010252094086432,0.0,88.71292123424828,13.477366274513722,13.477366274513722,0.0,75.23555495973456,False,False
230,wholesaler,批发商,2,-0.7051146973362552,40.0,102.0,0.0,0.0,0.0,102.0,False,False
230,distributor,分销商,3,-0.8271340871371449,19.0,135.0,40.0,40.0,0.0,95.0,False,False
231,manufacturer,制造商,4,-0.8271340869802787,40.0,131.0,19.0,19.0,0.0,112.0,False,False
231,retailer,零售商,1,-0.7971399248529379,0.0,104.39621307903973,18.316708155208563,18.316708155208563,0.0,86.07950492383117,False,False
231,wholesaler,批发商,2,-0.798181173290134,40.0,142.0,0.0,0.0,0.0,142.0,False,False
231,distributor,分销商,3,-0.8271340871610555,0.0,135.0,40.0,40.0,0.0,95.0,False,False
232,manufacturer,制造商,4,-0.8271340871263733,40.0,160.0,0.0,0.0,0.0,160.0,False,False
232,retailer,零售商,1,-0.8203863520008694,13.0,79.20859089699428,25.18762218204545,25.18762218204545,0.0,54.020968714948836,False,False
232,wholesaler,批发商,2,-0.8206245266958965,17.0,169.0,13.0,13.0,0.0,156.0,False,False
232,distributor,分销商,3,-0.827134087166342,26.0,137.0,17.0,17.0,0.0,120.0,False,False
233,manufacturer,制造商,4,-0.8271340871586739,0.0,174.0,26.0,26.0,0.0,148.0,False,False
233,retailer,零售商,1,-0.8256363601037912,21.0,60.2601989946896,18.948391902304678,18.948391902304678,0.0,41.311807092384925,False,False
233,wholesaler,批发商,2,-0.825689424604179,2.0,188.0,21.0,21.0,0.0,167.0,False,False
233,distributor,分销商,3,-0.8271340871675108,40.0,135.0,2.0,2.0,0.0,133.0,False,False
234,manufacturer,制造商,4,-0.8271340871658154,4.0,174.0,40.0,40.0,0.0,134.0,False,False
234,retailer,零售商,1,-0.8268026607562152,0.0,57.05673524387625,16.203463750813356,16.203463750813356,0.0,40.85327149306289,False,False
234,wholesaler,批发商,2,-0.8268144130227665,15.0,205.0,0.0,0.0,0.0,205.0,False,False
234,distributor,分销商,3,-0.8271340871677693,14.0,146.0,15.0,15.0,0.0,131.0,False,False
235,manufacturer,制造商,4,-0.8271340871673943,27.0,160.0,14.0,14.0,0.0,146.0,False,False
235,retailer,零售商,1,-0.8270607965678335,11.0,70.69144851716284,7.3652867267134035,7.3652867267134035,0.0,63.32616179044943,False,False
235,wholesaler,批发商,2,-0.827063395908321,0.0,196.0,11.0,11.0,0.0,185.0,False,False
235,distributor,分销商,3,-0.8271340871678263,22.0,186.0,0.0,0.0,0.0,186.0,False,False
236,manufacturer,制造商,4,-0.8271340871677435,3.0,142.0,22.0,22.0,0.0,120.0,False,False
236,retailer,零售商,1,-0.827117882335947,7.0,57.82213475653067,12.869313760632163,12.869313760632163,0.0,44.952820995898506,False,False
236,wholesaler,批发商,2,-0.827118457083591,0.0,204.0,7.0,7.0,0.0,197.0,False,False
236,distributor,分销商,3,-0.827134087167839,0.0,200.0,0.0,0.0,0.0,200.0,False,False
237,manufacturer,制造商,4,-0.8271340871678207,0.0,169.0,0.0,0.0,0.0,169.0,False,False
237,retailer,零售商,1,-0.8271305043359726,2.0,57.69954993551241,11.122584821018268,11.122584821018268,0.0,46.57696511449414,False,False
237,wholesaler,批发商,2,-0.8271306314118242,0.0,202.0,2.0,2.0,0.0,200.0,False,False
237,distributor,分销商,3,-0.8271340871678418,0.0,222.0,0.0,0.0,0.0,222.0,False,False
238,manufacturer,制造商,4,-0.8271340871678378,0.0,172.0,0.0,0.0,0.0,172.0,False,False
238,retailer,零售商,1,-0.8271332950219887,9.0,51.78545466183364,12.914095273678765,12.914095273678765,0.0,38.87135938815487,False,False
238,wholesaler,批发商,2,-0.8271333231178677,0.0,193.0,9.0,9.0,0.0,184.0,False,False
238,distributor,分销商,3,-0.8271340871678423,0.0,222.0,0.0,0.0,0.0,222.0,False,False
239,manufacturer,制造商,4,-0.8271340871678415,0.0,172.0,0.0,0.0,0.0,172.0,False,False
239,retailer,零售商,1,-0.8271339120287172,11.0,41.7127109158322,12.072743746001443,12.072743746001443,0.0,29.639967169830754,False,False
239,wholesaler,批发商,2,-0.8271339182405656,0.0,182.0,11.0,11.0,0.0,171.0,False,False
239,distributor,分销商,3,-0.5219337623787644,0.0,222.0,0.0,0.0,0.0,222.0,False,False
240,manufacturer,制造商,4,-0.8271340871678423,0.0,172.0,0.0,0.0,0.0,172.0,False,False
